colony	treatment	tag	age	status	alive_at_sampling_time	measured_load_ng_per_uL	above_detection_threshold	REP_treat
colony05BP	pathogen.big	54	NA	treated	TRUE	2.07572587947869	TRUE	R5BP
colony08BP	pathogen.big	54	NA	untreated	TRUE	0.007334119804825	TRUE	R8BP
colony08BP	pathogen.big	55	NA	untreated	TRUE	0.233345806228101	TRUE	R8BP
colony12BP	pathogen.big	52	NA	untreated	TRUE	0.002347615671595	TRUE	R12BP
colony05BP	pathogen.big	56	NA	untreated	TRUE	0.070851655123854	TRUE	R5BP
colony08BP	pathogen.big	56	NA	untreated	TRUE	0.001758166496859	TRUE	R8BP
colony12BP	pathogen.big	53	NA	untreated	TRUE	0.009943768385984	TRUE	R12BP
colony05BP	pathogen.big	57	NA	treated	TRUE	15.6275177192639	TRUE	R5BP
colony08BP	pathogen.big	57	NA	untreated	TRUE	0.001981287501967	TRUE	R8BP
colony12BP	pathogen.big	54	NA	untreated	TRUE	0.095838939629659	TRUE	R12BP
colony05BP	pathogen.big	58	NA	untreated	TRUE	0.006529275592282	TRUE	R5BP
colony08BP	pathogen.big	58	NA	untreated	TRUE	0.002607966449128	TRUE	R8BP
colony12BP	pathogen.big	55	NA	untreated	TRUE	0.008904591481425	TRUE	R12BP
colony01SP	pathogen.small	10	NA	untreated	TRUE	0.00277696560059	TRUE	R1SP
colony08BP	pathogen.big	59	NA	untreated	TRUE	0.001687601877991	TRUE	R8BP
colony12BP	pathogen.big	56	NA	untreated	TRUE	0.00185016303586	TRUE	R12BP
colony03BP	pathogen.big	55	NA	untreated	TRUE	0.017734992126429	TRUE	R3BP
colony08BP	pathogen.big	60	NA	untreated	TRUE	0.005350015004095	TRUE	R8BP
colony12BP	pathogen.big	57	NA	untreated	TRUE	0.002637345333778	TRUE	R12BP
colony03BP	pathogen.big	56	NA	treated	TRUE	1.51561187721463	TRUE	R3BP
colony03BP	pathogen.big	56	NA	treated	TRUE	0.000179318046916	FALSE	R3BP
colony08BP	pathogen.big	61	NA	untreated	TRUE	0.007161005379866	TRUE	R8BP
colony12BP	pathogen.big	58	NA	treated	TRUE	5.52616693513332	TRUE	R12BP
colony08BP	pathogen.big	62	NA	untreated	TRUE	0.004626770948681	TRUE	R8BP
colony08BP	pathogen.big	63	NA	treated	TRUE	1.68368173272728	TRUE	R8BP
colony12BP	pathogen.big	59	NA	untreated	TRUE	0.034711709295821	TRUE	R12BP
colony08BP	pathogen.big	64	NA	treated	TRUE	11.4176309164459	TRUE	R8BP
colony12BP	pathogen.big	60	NA	untreated	TRUE	0.008449169059485	TRUE	R12BP
colony01SP	pathogen.small	11	NA	untreated	TRUE	0.418982612106531	TRUE	R1SP
colony12BP	pathogen.big	61	NA	untreated	TRUE	0.008751268323673	TRUE	R12BP
colony08BP	pathogen.big	66	NA	treated	TRUE	1.65917616421695	TRUE	R8BP
colony12BP	pathogen.big	62	NA	untreated	TRUE	0.010465090779947	TRUE	R12BP
colony08BP	pathogen.big	68	NA	untreated	TRUE	0.007852139380474	TRUE	R8BP
colony12BP	pathogen.big	63	NA	untreated	TRUE	0.001508141184933	TRUE	R12BP
colony01SP	pathogen.small	12	NA	untreated	TRUE	0.018256541134247	TRUE	R1SP
colony08BP	pathogen.big	69	NA	untreated	TRUE	0.001901767844589	TRUE	R8BP
colony08BP	pathogen.big	70	NA	untreated	TRUE	0.001093937474478	TRUE	R8BP
colony12BP	pathogen.big	64	NA	treated	TRUE	5.4039957649689	TRUE	R12BP
colony01SP	pathogen.small	13	NA	treated	TRUE	4.77577106555916	TRUE	R1SP
colony08BP	pathogen.big	71	NA	untreated	TRUE	0.000726260626576	TRUE	R8BP
colony12BP	pathogen.big	65	NA	untreated	TRUE	0.003448855510348	TRUE	R12BP
colony08BP	pathogen.big	72	NA	untreated	TRUE	0.110492423669499	TRUE	R8BP
colony12BP	pathogen.big	66	NA	untreated	TRUE	0.000483804607459	TRUE	R12BP
colony12BP	pathogen.big	67	NA	untreated	TRUE	0.003329798857823	TRUE	R12BP
colony11SP	pathogen.small	11	NA	untreated	TRUE	0.003403976083114	TRUE	R11SP
colony05SP	pathogen.small	10	NA	untreated	TRUE	0.000763275812128	TRUE	R5SP
colony11SP	pathogen.small	12	NA	untreated	TRUE	0.247884002533186	TRUE	R11SP
colony05SP	pathogen.small	11	NA	untreated	TRUE	0.002949979513659	TRUE	R5SP
colony11SP	pathogen.small	13	NA	untreated	TRUE	0.018667622073547	TRUE	R11SP
colony05SP	pathogen.small	12	NA	untreated	TRUE	0.001261706963543	TRUE	R5SP
colony11SP	pathogen.small	14	NA	untreated	TRUE	0.003792778670761	TRUE	R11SP
colony02SP	pathogen.small	11	NA	untreated	TRUE	0.002331245441836	TRUE	R2SP
colony11SP	pathogen.small	15	NA	untreated	TRUE	0.019579946463574	TRUE	R11SP
colony02SP	pathogen.small	12	NA	untreated	TRUE	0.169765720116636	TRUE	R2SP
colony02SP	pathogen.small	13	NA	untreated	TRUE	0.00196955675495	TRUE	R2SP
colony07BP	pathogen.big	56	NA	untreated	TRUE	0.002917494191014	TRUE	R7BP
colony07SP	pathogen.small	8	NA	treated	TRUE	4.08648585512725	TRUE	R7SP
colony03BP	pathogen.big	57	NA	untreated	TRUE	0.060127618098355	TRUE	R3BP
colony07BP	pathogen.big	57	NA	untreated	TRUE	0.002089454892696	TRUE	R7BP
colony07SP	pathogen.small	9	NA	treated	TRUE	1.67298481859557	TRUE	R7SP
colony03BP	pathogen.big	58	NA	untreated	TRUE	0.005160359997798	TRUE	R3BP
colony07BP	pathogen.big	58	NA	untreated	TRUE	0.000906264566285	TRUE	R7BP
colony07SP	pathogen.small	10	NA	untreated	TRUE	0.060375744621504	TRUE	R7SP
colony03BP	pathogen.big	59	NA	untreated	TRUE	0.005375315996129	TRUE	R3BP
colony07BP	pathogen.big	59	NA	untreated	TRUE	0.01206314366369	TRUE	R7BP
colony03BP	pathogen.big	60	NA	untreated	TRUE	0.01438112959739	TRUE	R3BP
colony07BP	pathogen.big	60	NA	untreated	TRUE	0.000677719528464	TRUE	R7BP
colony03BP	pathogen.big	61	NA	untreated	TRUE	0.001066136961493	TRUE	R3BP
colony07BP	pathogen.big	61	NA	untreated	TRUE	0.000871080917723	TRUE	R7BP
colony03BP	pathogen.big	62	NA	untreated	TRUE	0.005486128806439	TRUE	R3BP
colony07BP	pathogen.big	62	NA	treated	TRUE	0.52194230600789	TRUE	R7BP
colony03BP	pathogen.big	63	NA	untreated	TRUE	0.013930413246964	TRUE	R3BP
colony07BP	pathogen.big	63	NA	untreated	TRUE	0.024158752243929	TRUE	R7BP
colony01SP	pathogen.small	14	NA	untreated	TRUE	0.046365825885045	TRUE	R1SP
colony03BP	pathogen.big	64	NA	untreated	TRUE	0.009550299689319	TRUE	R3BP
colony07BP	pathogen.big	64	NA	untreated	TRUE	0.021887592777992	TRUE	R7BP
colony03BP	pathogen.big	65	NA	untreated	TRUE	0.006913564198442	TRUE	R3BP
colony07BP	pathogen.big	65	NA	untreated	TRUE	0.002302952603773	TRUE	R7BP
colony03BP	pathogen.big	66	NA	untreated	TRUE	0.003712966236251	TRUE	R3BP
colony07BP	pathogen.big	66	NA	untreated	TRUE	0.011699101260885	TRUE	R7BP
colony03BP	pathogen.big	67	NA	untreated	TRUE	0.003413893745911	TRUE	R3BP
colony07BP	pathogen.big	67	NA	treated	TRUE	4.83843599074385	TRUE	R7BP
colony07BP	pathogen.big	68	NA	untreated	TRUE	0.000489970575656	TRUE	R7BP
colony03BP	pathogen.big	68	NA	untreated	TRUE	0.020803097282998	TRUE	R3BP
colony07BP	pathogen.big	69	NA	untreated	TRUE	0.005220949590316	TRUE	R7BP
colony03BP	pathogen.big	69	NA	untreated	TRUE	0.065683607915514	TRUE	R3BP
colony07BP	pathogen.big	70	NA	untreated	TRUE	0.143077057520571	TRUE	R7BP
colony03BP	pathogen.big	70	NA	treated	TRUE	9.80889306612711	TRUE	R3BP
colony03BP	pathogen.big	71	NA	untreated	TRUE	0.004886568600181	TRUE	R3BP
colony03BP	pathogen.big	72	NA	untreated	TRUE	0.009847137449878	TRUE	R3BP
colony07BP	pathogen.big	72	NA	untreated	TRUE	0.005129588180712	TRUE	R7BP
colony12BP	pathogen.big	68	NA	untreated	TRUE	0.036597127579251	TRUE	R12BP
colony03BP	pathogen.big	73	NA	untreated	TRUE	0.216722000053793	TRUE	R3BP
colony12BP	pathogen.big	69	NA	untreated	TRUE	0.001078467345994	TRUE	R12BP
colony03BP	pathogen.big	74	NA	untreated	TRUE	0.008983198576362	TRUE	R3BP
colony12BP	pathogen.big	70	NA	treated	TRUE	3.24640725318971	TRUE	R12BP
colony03BP	pathogen.big	75	NA	untreated	TRUE	0.006800518086639	TRUE	R3BP
colony03BP	pathogen.big	76	NA	treated	TRUE	0.984391828637703	TRUE	R3BP
colony12BP	pathogen.big	71	NA	untreated	TRUE	0.002945126815492	TRUE	R12BP
colony03BP	pathogen.big	77	NA	treated	TRUE	2.3914703458239	TRUE	R3BP
colony08BP	pathogen.big	73	NA	untreated	TRUE	0.000774925585307	TRUE	R8BP
colony12BP	pathogen.big	72	NA	untreated	TRUE	0.004947730091762	TRUE	R12BP
colony03BP	pathogen.big	78	NA	treated	TRUE	6.63384011204103	TRUE	R3BP
colony08BP	pathogen.big	74	NA	untreated	TRUE	0.188247839261269	TRUE	R8BP
colony12BP	pathogen.big	73	NA	untreated	TRUE	0.007042956402189	TRUE	R12BP
colony03BP	pathogen.big	79	NA	untreated	TRUE	0.292333778505593	TRUE	R3BP
colony08BP	pathogen.big	75	NA	untreated	TRUE	0.025613917124398	TRUE	R8BP
colony08BP	pathogen.big	75	NA	untreated	TRUE	0.027689843425589	TRUE	R8BP
colony12BP	pathogen.big	74	NA	untreated	TRUE	0.003220623814923	TRUE	R12BP
colony03BP	pathogen.big	80	NA	untreated	TRUE	0.001608688658555	TRUE	R3BP
colony08BP	pathogen.big	76	NA	untreated	TRUE	0.002135809431617	TRUE	R8BP
colony12BP	pathogen.big	75	NA	untreated	TRUE	0.001000686405826	TRUE	R12BP
colony03BP	pathogen.big	81	NA	untreated	TRUE	0.000171306167871	FALSE	R3BP
colony08BP	pathogen.big	77	NA	untreated	TRUE	0.001905276452485	TRUE	R8BP
colony12BP	pathogen.big	76	NA	untreated	TRUE	0.014219849502179	TRUE	R12BP
colony05BP	pathogen.big	59	NA	untreated	TRUE	0.008651671079309	TRUE	R5BP
colony08BP	pathogen.big	78	NA	untreated	TRUE	0.019047807790619	TRUE	R8BP
colony12BP	pathogen.big	77	NA	untreated	TRUE	0.006628297610451	TRUE	R12BP
colony05BP	pathogen.big	60	NA	treated	TRUE	0.872227951494498	TRUE	R5BP
colony08BP	pathogen.big	79	NA	untreated	TRUE	0.019264334029831	TRUE	R8BP
colony05BP	pathogen.big	61	NA	untreated	TRUE	0.243027265324249	TRUE	R5BP
colony08BP	pathogen.big	80	NA	untreated	TRUE	0.034972767444097	TRUE	R8BP
colony12BP	pathogen.big	78	NA	untreated	TRUE	0.003177108160006	TRUE	R12BP
colony08BP	pathogen.big	81	NA	untreated	TRUE	0.009050237994164	TRUE	R8BP
colony12BP	pathogen.big	79	NA	untreated	TRUE	0.007318111126152	TRUE	R12BP
colony05BP	pathogen.big	63	NA	untreated	TRUE	0.004246195639463	TRUE	R5BP
colony08BP	pathogen.big	82	NA	untreated	TRUE	0.06758533954398	TRUE	R8BP
colony12BP	pathogen.big	80	NA	untreated	TRUE	0.003297755854391	TRUE	R12BP
colony12BP	pathogen.big	80	NA	untreated	TRUE	0.003411406715117	TRUE	R12BP
colony05BP	pathogen.big	64	NA	untreated	TRUE	0.012879974405073	TRUE	R5BP
colony08BP	pathogen.big	83	NA	untreated	TRUE	0.000624229084873	TRUE	R8BP
colony12BP	pathogen.big	81	NA	untreated	TRUE	0.011517361541785	TRUE	R12BP
colony05BP	pathogen.big	65	NA	untreated	TRUE	0.0012911003534	TRUE	R5BP
colony08BP	pathogen.big	84	NA	untreated	TRUE	0.001278097543103	TRUE	R8BP
colony05BP	pathogen.big	66	NA	untreated	TRUE	0.008878508197285	TRUE	R5BP
colony12BP	pathogen.big	82	NA	untreated	TRUE	0.001171841839445	TRUE	R12BP
colony08BP	pathogen.big	85	NA	untreated	TRUE	0.010338975352611	TRUE	R8BP
colony12BP	pathogen.big	83	NA	untreated	TRUE	0.002191396683277	TRUE	R12BP
colony05BP	pathogen.big	68	NA	treated	TRUE	0.485651796951493	TRUE	R5BP
colony08BP	pathogen.big	86	NA	untreated	TRUE	0.005021644913709	TRUE	R8BP
colony05BP	pathogen.big	69	NA	untreated	TRUE	0.458178810076107	TRUE	R5BP
colony08BP	pathogen.big	87	NA	treated	TRUE	10.8479081665685	TRUE	R8BP
colony12BP	pathogen.big	84	NA	untreated	TRUE	0.043208680092479	TRUE	R12BP
colony05BP	pathogen.big	70	NA	untreated	TRUE	0.024598861087779	TRUE	R5BP
colony08BP	pathogen.big	88	NA	untreated	TRUE	0.000815638091929	TRUE	R8BP
colony12BP	pathogen.big	85	NA	untreated	TRUE	0.003214852115518	TRUE	R12BP
colony05BP	pathogen.big	71	NA	untreated	TRUE	0.015043711632661	TRUE	R5BP
colony05BP	pathogen.big	72	NA	untreated	TRUE	0.000360902591027	FALSE	R5BP
colony12BP	pathogen.big	86	NA	untreated	TRUE	0.156007328510015	TRUE	R12BP
colony05BP	pathogen.big	73	NA	untreated	TRUE	1.36307577672175	TRUE	R5BP
colony05BP	pathogen.big	74	NA	untreated	TRUE	0.37369733438409	TRUE	R5BP
colony05BP	pathogen.big	75	NA	untreated	TRUE	0.000771907036746	TRUE	R5BP
colony05BP	pathogen.big	76	NA	untreated	TRUE	0.013303472003407	TRUE	R5BP
colony05BP	pathogen.big	77	NA	untreated	TRUE	0.007359528644785	TRUE	R5BP
colony05BP	pathogen.big	78	NA	untreated	TRUE	0.072007046846856	TRUE	R5BP
colony05BP	pathogen.big	79	NA	untreated	TRUE	0.0215431894186	TRUE	R5BP
colony05BP	pathogen.big	80	NA	untreated	TRUE	0.010269871273074	TRUE	R5BP
colony05SP	pathogen.small	13	NA	untreated	TRUE	0.019642329859296	TRUE	R5SP
colony05BP	pathogen.big	81	NA	untreated	TRUE	0.033126457844641	TRUE	R5BP
colony05SP	pathogen.small	14	NA	untreated	TRUE	0.006853564431417	TRUE	R5SP
colony05SP	pathogen.small	15	NA	untreated	TRUE	0.00032958352929	FALSE	R5SP
colony02SP	pathogen.small	14	NA	treated	TRUE	1.37742512343217	TRUE	R2SP
colony05BP	pathogen.big	83	NA	untreated	TRUE	0.009626424300333	TRUE	R5BP
colony05BP	pathogen.big	84	NA	untreated	TRUE	0.014995121878437	TRUE	R5BP
colony02SP	pathogen.small	15	NA	treated	TRUE	6.17938138149895	TRUE	R2SP
colony05BP	pathogen.big	85	NA	untreated	TRUE	0.025655471465021	TRUE	R5BP
colony05BP	pathogen.big	86	NA	untreated	TRUE	0.005040399966414	TRUE	R5BP
colony05BP	pathogen.big	87	NA	untreated	TRUE	0.031353786735512	TRUE	R5BP
colony05BP	pathogen.big	88	NA	untreated	TRUE	0.348024645686356	TRUE	R5BP
colony07BP	pathogen.big	73	NA	untreated	TRUE	0.000169972436528	FALSE	R7BP
colony07SP	pathogen.small	11	NA	untreated	TRUE	0.001294227131787	TRUE	R7SP
colony07BP	pathogen.big	74	NA	untreated	TRUE	0.000755109614507	TRUE	R7BP
colony07SP	pathogen.small	12	NA	untreated	TRUE	0.000607034675659	TRUE	R7SP
colony03BP	pathogen.big	82	NA	untreated	TRUE	0.002797821479329	TRUE	R3BP
colony07BP	pathogen.big	76	NA	untreated	TRUE	0.040120930796612	TRUE	R7BP
colony07BP	pathogen.big	77	NA	untreated	TRUE	0.013167853920924	TRUE	R7BP
colony07BP	pathogen.big	78	NA	untreated	TRUE	0.000389385701593	TRUE	R7BP
colony07BP	pathogen.big	79	NA	untreated	TRUE	0.000529904368711	TRUE	R7BP
colony07BP	pathogen.big	80	NA	untreated	TRUE	0.002580477044436	TRUE	R7BP
colony01SP	pathogen.small	15	NA	untreated	TRUE	0.013538093213231	TRUE	R1SP
colony07BP	pathogen.big	82	NA	untreated	TRUE	0.008127453623048	TRUE	R7BP
colony07BP	pathogen.big	83	NA	untreated	TRUE	0.003882576307187	TRUE	R7BP
colony07BP	pathogen.big	84	NA	untreated	TRUE	0.002329941409178	TRUE	R7BP
colony07BP	pathogen.big	85	NA	untreated	TRUE	0.001553829992223	TRUE	R7BP
colony07BP	pathogen.big	86	NA	untreated	TRUE	0.03065981288124	TRUE	R7BP
colony07BP	pathogen.big	87	NA	untreated	TRUE	0.0000743541134932666	FALSE	R7BP
colony07BP	pathogen.big	88	NA	untreated	TRUE	0.000001	FALSE	R7BP
colony07BP	pathogen.big	89	NA	untreated	TRUE	0.001609644611248	TRUE	R7BP
colony12BP	pathogen.big	87	NA	treated	TRUE	2.11614294084508	TRUE	R12BP
colony12BP	pathogen.big	88	NA	untreated	TRUE	0.002522022751021	TRUE	R12BP
colony12BP	pathogen.big	89	NA	untreated	TRUE	0.002838363412634	TRUE	R12BP
colony12BP	pathogen.big	90	NA	untreated	TRUE	0.023402755750117	TRUE	R12BP
colony12BP	pathogen.big	91	NA	untreated	TRUE	0.007271516601692	TRUE	R12BP
colony08BP	pathogen.big	90	NA	untreated	TRUE	0.006454944313788	TRUE	R8BP
colony11SP	pathogen.small	17	NA	untreated	TRUE	0.007075082363513	TRUE	R11SP
colony12BP	pathogen.big	92	NA	untreated	TRUE	0.005575720560344	TRUE	R12BP
colony08BP	pathogen.big	91	NA	untreated	TRUE	0.007237798696643	TRUE	R8BP
colony08BP	pathogen.big	91	NA	untreated	TRUE	0.00880954543973	TRUE	R8BP
colony11SP	pathogen.small	18	NA	untreated	TRUE	0.0126632738843	TRUE	R11SP
colony12BP	pathogen.big	93	NA	untreated	TRUE	0.005092007093702	TRUE	R12BP
colony08BP	pathogen.big	92	NA	untreated	TRUE	0.00176747793167	TRUE	R8BP
colony11SP	pathogen.small	19	NA	treated	TRUE	2.06460036602991	TRUE	R11SP
colony12BP	pathogen.big	94	NA	untreated	TRUE	0.007281703648542	TRUE	R12BP
colony08BP	pathogen.big	93	NA	untreated	TRUE	0.045521650490273	TRUE	R8BP
colony11SP	pathogen.small	20	NA	untreated	TRUE	0.003709257641013	TRUE	R11SP
colony12BP	pathogen.big	95	NA	untreated	TRUE	0.011480637384873	TRUE	R12BP
colony08BP	pathogen.big	94	NA	untreated	TRUE	0.004878962723432	TRUE	R8BP
colony12BP	pathogen.big	96	NA	untreated	TRUE	0.006778147260689	TRUE	R12BP
colony08BP	pathogen.big	95	NA	untreated	TRUE	0.001313469522647	TRUE	R8BP
colony08BP	pathogen.big	96	NA	untreated	TRUE	0.007006038184633	TRUE	R8BP
colony12BP	pathogen.big	97	NA	untreated	TRUE	0.005507518948422	TRUE	R12BP
colony01SP	pathogen.small	16	NA	treated	TRUE	6.00497909718677	TRUE	R1SP
colony08BP	pathogen.big	97	NA	untreated	TRUE	0.002903939071176	TRUE	R8BP
colony12BP	pathogen.big	98	NA	untreated	TRUE	0.001474799562159	TRUE	R12BP
colony08BP	pathogen.big	98	NA	untreated	TRUE	0.004091909312162	TRUE	R8BP
colony12BP	pathogen.big	99	NA	untreated	TRUE	0.011084318591059	TRUE	R12BP
colony08BP	pathogen.big	99	NA	untreated	TRUE	0.189481799259874	TRUE	R8BP
colony12BP	pathogen.big	100	NA	treated	TRUE	0.106654086427425	TRUE	R12BP
colony12BP	pathogen.big	100	NA	treated	TRUE	0.09376926244098	TRUE	R12BP
colony03BP	pathogen.big	83	NA	untreated	TRUE	0.001838645486569	TRUE	R3BP
colony08BP	pathogen.big	100	NA	untreated	TRUE	0.004738621275515	TRUE	R8BP
colony03BP	pathogen.big	84	NA	untreated	TRUE	0.100484945199528	TRUE	R3BP
colony08BP	pathogen.big	101	NA	untreated	TRUE	0.002943862354959	TRUE	R8BP
colony12BP	pathogen.big	101	NA	untreated	TRUE	0.011048975231061	TRUE	R12BP
colony03BP	pathogen.big	85	NA	untreated	TRUE	0.003561943283905	TRUE	R3BP
colony08BP	pathogen.big	102	NA	untreated	TRUE	0.005987940827249	TRUE	R8BP
colony12BP	pathogen.big	102	NA	untreated	TRUE	0.005712431430101	TRUE	R12BP
colony03BP	pathogen.big	86	NA	untreated	TRUE	0.000648201452692	TRUE	R3BP
colony08BP	pathogen.big	103	NA	treated	TRUE	2.48383075356425	TRUE	R8BP
colony03BP	pathogen.big	87	NA	untreated	TRUE	0.003513815870185	TRUE	R3BP
colony08BP	pathogen.big	104	NA	untreated	TRUE	0.002816080076474	TRUE	R8BP
colony12BP	pathogen.big	103	NA	untreated	TRUE	0.009569891193055	TRUE	R12BP
colony01SP	pathogen.small	17	NA	untreated	TRUE	0.008839679111313	TRUE	R1SP
colony03BP	pathogen.big	88	NA	untreated	TRUE	0.013789007251846	TRUE	R3BP
colony12BP	pathogen.big	104	NA	untreated	TRUE	0.020860994088059	TRUE	R12BP
colony03BP	pathogen.big	89	NA	untreated	TRUE	0.001646497213284	TRUE	R3BP
colony03BP	pathogen.big	90	NA	untreated	TRUE	0.001532466536921	TRUE	R3BP
colony03BP	pathogen.big	91	NA	untreated	TRUE	0.005585087738237	TRUE	R3BP
colony03BP	pathogen.big	92	NA	untreated	TRUE	0.002427342164873	TRUE	R3BP
colony03BP	pathogen.big	93	NA	untreated	TRUE	0.005734122939807	TRUE	R3BP
colony03BP	pathogen.big	94	NA	untreated	TRUE	0.000416969222656	TRUE	R3BP
colony03BP	pathogen.big	95	NA	untreated	TRUE	0.007656177614195	TRUE	R3BP
colony03BP	pathogen.big	98	NA	untreated	TRUE	0.011792095833261	TRUE	R3BP
colony05SP	pathogen.small	16	NA	untreated	TRUE	0.017405880598209	TRUE	R5SP
colony03BP	pathogen.big	99	NA	untreated	TRUE	0.000891119608219	TRUE	R3BP
colony05SP	pathogen.small	17	NA	treated	TRUE	4.50729517292309	TRUE	R5SP
colony03BP	pathogen.big	100	NA	untreated	TRUE	0.003260505971958	TRUE	R3BP
colony05SP	pathogen.small	18	NA	untreated	TRUE	0.000798036030979	TRUE	R5SP
colony03BP	pathogen.big	101	NA	untreated	TRUE	0.008279097554228	TRUE	R3BP
colony02SP	pathogen.small	17	NA	untreated	TRUE	0.00359312230293	TRUE	R2SP
colony03BP	pathogen.big	102	NA	untreated	TRUE	0.001787647969734	TRUE	R3BP
colony02SP	pathogen.small	18	NA	untreated	TRUE	0.0061119881	TRUE	R2SP
colony03BP	pathogen.big	103	NA	untreated	TRUE	0.012626820305776	TRUE	R3BP
colony03BP	pathogen.big	104	NA	untreated	TRUE	0.003901898788288	TRUE	R3BP
colony03BP	pathogen.big	105	NA	untreated	TRUE	0.003238403796773	TRUE	R3BP
colony03BP	pathogen.big	106	NA	untreated	TRUE	0.004788351243171	TRUE	R3BP
colony03BP	pathogen.big	107	NA	untreated	TRUE	0.004852326324749	TRUE	R3BP
colony07BP	pathogen.big	90	NA	untreated	TRUE	0.005060722222331	TRUE	R7BP
colony07SP	pathogen.small	14	NA	untreated	TRUE	0.001121612911364	TRUE	R7SP
colony03BP	pathogen.big	108	NA	untreated	TRUE	0.001905105364782	TRUE	R3BP
colony07BP	pathogen.big	91	NA	untreated	TRUE	0.005773577502397	TRUE	R7BP
colony07SP	pathogen.small	15	NA	untreated	TRUE	0.000509601854761	TRUE	R7SP
colony05BP	pathogen.big	89	NA	untreated	TRUE	0.014706861414448	TRUE	R5BP
colony07BP	pathogen.big	92	NA	untreated	TRUE	0.094291924546362	TRUE	R7BP
colony05BP	pathogen.big	90	NA	untreated	TRUE	0.485651796951493	TRUE	R5BP
colony07BP	pathogen.big	93	NA	untreated	TRUE	0.000524519936548	TRUE	R7BP
colony05BP	pathogen.big	91	NA	untreated	TRUE	0.028545982814584	TRUE	R5BP
colony07BP	pathogen.big	94	NA	untreated	TRUE	0.000961468366537	TRUE	R7BP
colony05BP	pathogen.big	92	NA	untreated	TRUE	0.00477067685141	TRUE	R5BP
colony07BP	pathogen.big	95	NA	untreated	TRUE	0.012517064784127	TRUE	R7BP
colony05BP	pathogen.big	93	NA	untreated	TRUE	0.049156958065183	TRUE	R5BP
colony07BP	pathogen.big	96	NA	untreated	TRUE	0.000448760889317	TRUE	R7BP
colony05BP	pathogen.big	94	NA	untreated	TRUE	0.001483798746989	TRUE	R5BP
colony07BP	pathogen.big	97	NA	untreated	TRUE	0.006925721124705	TRUE	R7BP
colony01SP	pathogen.small	18	NA	untreated	TRUE	0.447927266617342	TRUE	R1SP
colony05BP	pathogen.big	95	NA	untreated	TRUE	0.019550595936852	TRUE	R5BP
colony07BP	pathogen.big	98	NA	untreated	TRUE	0.004811333928891	TRUE	R7BP
colony05BP	pathogen.big	96	NA	untreated	TRUE	0.000698248481658	TRUE	R5BP
colony07BP	pathogen.big	99	NA	untreated	TRUE	0.111423039148835	TRUE	R7BP
colony05BP	pathogen.big	97	NA	untreated	TRUE	0.039322398491432	TRUE	R5BP
colony07BP	pathogen.big	100	NA	untreated	TRUE	0.000644224889962	TRUE	R7BP
colony07BP	pathogen.big	101	NA	untreated	TRUE	0.081651656524646	TRUE	R7BP
colony05BP	pathogen.big	99	NA	untreated	TRUE	0.044322576676259	TRUE	R5BP
colony07BP	pathogen.big	102	NA	untreated	TRUE	0.071328813512188	TRUE	R7BP
colony05BP	pathogen.big	100	NA	untreated	TRUE	0.002194724440578	TRUE	R5BP
colony07BP	pathogen.big	103	NA	untreated	TRUE	0.016794806325287	TRUE	R7BP
colony05BP	pathogen.big	101	NA	treated	TRUE	9.90341549193215	TRUE	R5BP
colony07BP	pathogen.big	104	NA	untreated	TRUE	0.153598685849326	TRUE	R7BP
colony05BP	pathogen.big	102	NA	untreated	TRUE	0.591602499216898	TRUE	R5BP
colony07BP	pathogen.big	105	NA	untreated	TRUE	0.000791882052371	TRUE	R7BP
colony05BP	pathogen.big	103	NA	untreated	TRUE	0.017401232110583	TRUE	R5BP
colony07BP	pathogen.big	106	NA	untreated	TRUE	0.638839115925328	TRUE	R7BP
colony05BP	pathogen.big	104	NA	treated	TRUE	5.80710929604947	TRUE	R5BP
colony07BP	pathogen.big	107	NA	untreated	TRUE	0.000307365415882	FALSE	R7BP
colony12BP	pathogen.big	105	NA	untreated	TRUE	0.000778680860259	TRUE	R12BP
colony05BP	pathogen.big	105	NA	treated	TRUE	7.42574446176661	TRUE	R5BP
colony12BP	pathogen.big	106	NA	untreated	TRUE	0.003938410675774	TRUE	R12BP
colony05BP	pathogen.big	106	NA	untreated	TRUE	0.001390833043085	TRUE	R5BP
colony12BP	pathogen.big	107	NA	untreated	TRUE	0.003938410675774	TRUE	R12BP
colony05BP	pathogen.big	107	NA	treated	TRUE	11.492512902511	TRUE	R5BP
colony05BP	pathogen.big	108	NA	untreated	TRUE	0.001716326863491	TRUE	R5BP
colony12BP	pathogen.big	108	NA	untreated	TRUE	0.028075403069245	TRUE	R12BP
colony08BP	pathogen.big	105	NA	untreated	TRUE	0.000475622618987	TRUE	R8BP
colony12BP	pathogen.big	109	NA	treated	TRUE	2.42764958824307	TRUE	R12BP
colony05BP	pathogen.big	109	NA	untreated	TRUE	0.005608284026901	TRUE	R5BP
colony08BP	pathogen.big	106	NA	untreated	TRUE	0.003009857952877	TRUE	R8BP
colony12BP	pathogen.big	110	NA	untreated	TRUE	0.000450978668465	FALSE	R12BP
colony05BP	pathogen.big	110	NA	untreated	TRUE	0.001784267643849	TRUE	R5BP
colony08BP	pathogen.big	107	NA	untreated	TRUE	0.002541967537243	TRUE	R8BP
colony12BP	pathogen.big	111	NA	untreated	TRUE	0.003204601266562	TRUE	R12BP
